id,university,subject,close,first_result,interview,finale_rusult,x_point,y_point
218,경희대학교(네오르네상스),화학공학과,9/11~9/15,11월 22일,12/2~12/3,12월 15일,37.2433617,127.0798535
219,경희대학교(네오르네상스),정보전자신소재공학과,9/11~9/15,11월 22일,12/2~12/3,12월 15일,37.2433617,127.0798535
220,경희대학교(네오르네상스),사회기반시스템공학과,9/11~9/15,11월 22일,12/2~12/3,12월 15일,37.2433617,127.0798535
221,경희대학교(네오르네상스),건축공학과,9/11~9/15,11월 22일,12/2~12/3,12월 15일,37.2433617,127.0798535
222,경희대학교(네오르네상스),환경학및환경공학과,9/11~9/15,11월 22일,12/2~12/3,12월 15일,37.2433617,127.0798535
223,경희대학교(네오르네상스),건축학과(5년제),9/11~9/15,11월 22일,12/2~12/3,12월 15일,37.2433617,127.0798535
224,경희대학교(네오르네상스),전자공학과,9/11~9/15,11월 22일,12/2~12/3,12월 15일,37.2433617,127.0798535
225,경희대학교(네오르네상스),컴퓨터공학과,9/11~9/15,11월 22일,12/2~12/3,12월 15일,37.2433617,127.0798535
226,경희대학교(네오르네상스),생체의공학과,9/11~9/15,11월 22일,12/2~12/3,12월 15일,37.2433617,127.0798535
227,경희대학교(네오르네상스),소프트웨어융합학과,9/11~9/15,11월 22일,12/2~12/3,12월 15일,37.2433617,127.0798535
228,경희대학교(네오르네상스),응용수학과,9/11~9/15,11월 22일,12/2~12/3,12월 15일,37.2433617,127.0798535
229,경희대학교(네오르네상스),응용물리학과,9/11~9/15,11월 22일,12/2~12/3,12월 15일,37.2433617,127.0798535
230,경희대학교(네오르네상스),응용화학과,9/11~9/15,11월 22일,12/2~12/3,12월 15일,37.2433617,127.0798535
231,경희대학교(네오르네상스),우주과학과,9/11~9/15,11월 22일,12/2~12/3,12월 15일,37.2433617,127.0798535
232,경희대학교(네오르네상스),유전공학과,9/11~9/15,11월 22일,12/2~12/3,12월 15일,37.2433617,127.0798535
233,경희대학교(네오르네상스),식품생명공학과,9/11~9/15,11월 22일,12/2~12/3,12월 15일,37.2433617,127.0798535
234,경희대학교(네오르네상스),한방재료공학과,9/11~9/15,11월 22일,12/2~12/3,12월 15일,37.2433617,127.0798535
